temperature,vibration,pressure,age,rpm,fuel_consumption,oil_temperature,battery_voltage,brake_pad_wear,tire_pressure,ambient_temperature,road_condition_smooth,road_condition_rough,road_condition_potholes,driving_style_aggressive,driving_style_normal,driving_style_gentle,mileage,time_since_last_maintenance,component_age,rpm_to_age,failure
57.454011884736246,0.8736408184666985,136.49991554949852,638.1445683721739,3298.9120412044167,14.236182888482098,104.8311040623519,10.085322204671133,4.090822262336056,33.77159157620686,31.615580868354023,0,0,0,0,0,1,190020.50090999098,185.63713288486548,0.3469097193609194,641.2939835038842,0
115.07143064099162,0.8329120962314033,109.22559977993558,459.2924535341931,3094.817775162058,12.472585218596851,107.62203750192634,11.657009239353174,0.7263488119202771,34.0717244011796,30.53943299127797,0,0,0,1,1,0,146656.07882856976,400.69485833196785,8.960836556511895,729.3382952551841,1
93.1993941811405,0.67615391250286,117.33198471849431,964.4985248639408,3126.359224972216,10.97732805316093,99.26359750758002,10.498615164518815,4.732318976526325,28.783723217554403,27.020738992066697,0,0,0,1,1,0,153017.06728161435,216.5846079763482,6.318170137620155,549.6077489598196,1
79.86584841970367,1.107266670101488,133.16403184289092,218.97845098423818,3180.6711281809216,13.683208933050462,95.78357463346815,10.567874728711738,4.216120576232704,27.31630722351129,29.864253157922207,1,0,0,1,1,0,174052.29035611489,458.52132940771264,1.7057359175733322,723.4185126715885,1
35.601864044243655,0.9766241605086289,124.10446722622399,587.8564159989406,3203.6533343649485,12.093390678416478,96.37693148710923,10.45249055669773,4.594266491166678,26.91661050857428,27.301932708984207,0,0,0,0,1,0,115455.76668706858,258.24581835976994,2.303795479615587,601.5406748224901,0
35.59945203362027,1.3657009923240038,136.9285519317447,700.2100149902226,3242.261809210544,12.973137417262485,103.93896516728788,11.680167910443924,1.428222034558564,33.81953095694439,33.15862670956305,1,0,0,1,1,0,108662.70754246322,294.8014405342302,9.141227571997549,638.7976520480204,1
25.808361216819947,0.5321095804820583,148.06039506114297,825.5644893453816,3255.4600289634946,10.536326450869694,101.35116067982992,11.957803990812604,1.677849695732272,27.31222522520494,36.70059301320822,1,0,0,1,1,0,126167.2272002781,284.8667762336849,8.566052131399962,739.0562824723361,0
106.61761457749351,1.1438679275551262,105.82733438575987,406.9710304280071,3455.716345487536,13.15791994757996,99.72988261954514,11.51037330186007,2.349627172721045,30.308390468025177,35.737888736839714,0,1,0,0,0,0,188479.69430790129,341.41316118160273,6.4741672775997685,943.1503390433152,0
80.11150117432088,1.262948878511561,135.47838581990305,686.9219076574815,3509.5731908260414,11.867752444725621,94.05548157552349,11.64715572093838,1.1210033328862423,28.3173928307863,26.81384846743986,0,1,0,1,1,0,185447.2391322071,337.7515048489976,1.1628003365853645,789.2036508595104,0
90.80725777960456,1.259486569188307,111.51720778160572,303.2014713842828,3308.879208126356,11.670948748592473,107.50911374997807,11.241000921038676,2.3271129450949553,29.989354383098174,30.188389876981034,0,0,0,0,0,0,111920.32880330771,329.62570085348807,7.33797079752898,508.83406285319074,0
